,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,carat_category,cut_color_clarity,cut_color_clarity_bins
19571,19571,1.13,Ideal,E,SI1,62.2,55.0,6682,6.69,6.66,4.15,5,6,2,"(0.85, 1.4]",13,"(12.0, 14.0]"
19572,19572,1.0,Fair,H,SI2,69.5,55.0,2875,6.17,6.1,4.26,1,3,3,"(0.85, 1.4]",7,"(2.999, 10.0]"
19573,19573,1.53,Premium,J,VS1,62.8,59.0,8205,7.34,7.31,4.6,4,1,4,"(1.4, 1.9]",9,"(2.999, 10.0]"
19574,19574,2.39,Premium,H,SI1,60.6,58.0,16687,8.65,8.58,5.22,4,3,2,"(1.9, 2.4]",9,"(2.999, 10.0]"
19575,19575,0.34,Ideal,G,VS2,62.1,55.0,596,4.46,4.49,2.78,5,4,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
19576,19576,1.1,Premium,H,SI2,60.9,57.0,4558,6.67,6.62,4.05,4,3,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
19577,19577,0.3,Ideal,G,VS2,61.8,56.0,507,4.29,4.32,2.66,5,4,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
19578,19578,0.54,Ideal,I,VS1,61.5,56.0,1147,5.24,5.26,3.23,5,2,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
19579,19579,0.58,Ideal,F,VS1,59.9,59.0,1979,5.42,5.47,3.26,5,5,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
19580,19580,1.06,Ideal,F,SI1,61.9,57.0,5834,6.57,6.54,4.06,5,5,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
19581,19581,0.3,Premium,H,VS1,62.4,60.0,630,4.29,4.23,2.66,4,3,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
19582,19582,0.5,Ideal,F,SI1,61.5,55.0,1332,5.16,5.12,3.16,5,5,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
19583,19583,0.47,Ideal,E,VS2,61.7,56.0,1261,5.01,4.98,3.08,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
19584,19584,0.42,Ideal,G,IF,61.9,53.0,1289,4.83,4.87,3.0,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
19585,19585,0.71,Ideal,H,SI2,61.5,56.0,2122,5.71,5.74,3.52,5,3,3,"(0.0, 0.85]",11,"(10.0, 12.0]"
19586,19586,0.31,Very Good,D,SI2,62.9,59.0,462,4.28,4.31,2.7,3,7,3,"(0.0, 0.85]",13,"(12.0, 14.0]"
19587,19587,0.21,Premium,D,VS2,61.6,59.0,386,3.82,3.78,2.34,4,7,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
19588,19588,1.05,Premium,G,VS1,61.8,58.0,6146,6.54,6.51,4.03,4,4,4,"(0.85, 1.4]",12,"(10.0, 12.0]"
19589,19589,1.13,Very Good,F,SI2,59.1,59.0,5014,6.81,6.87,4.04,3,5,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
19590,19590,1.19,Ideal,F,VVS2,61.7,56.0,10436,6.82,6.85,4.22,5,5,7,"(0.85, 1.4]",17,"(14.0, 20.0]"
19591,19591,1.04,Ideal,H,SI2,62.0,57.0,3669,6.53,6.43,4.02,5,3,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
19592,19592,1.0,Premium,G,SI2,62.2,57.0,3998,6.29,6.25,3.9,4,4,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
19593,19593,0.5,Ideal,D,SI1,61.6,55.0,1654,5.13,5.1,3.15,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
19594,19594,0.51,Ideal,E,VS1,61.5,53.0,1708,5.17,5.24,3.2,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
19595,19595,0.7,Good,E,VS2,61.5,61.0,2473,5.64,5.74,3.5,2,6,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
19596,19596,0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,3,5,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
19597,19597,0.34,Ideal,G,VS2,61.6,56.0,573,4.48,4.51,2.77,5,4,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
19598,19598,0.71,Ideal,I,VVS2,60.4,57.0,3007,5.78,5.81,3.5,5,2,7,"(0.0, 0.85]",14,"(12.0, 14.0]"
19599,19599,1.01,Good,D,SI1,63.9,62.0,5055,6.25,6.31,4.01,2,7,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
19600,19600,1.12,Ideal,J,VS2,62.9,57.0,3638,6.55,6.52,4.11,5,1,5,"(0.85, 1.4]",11,"(10.0, 12.0]"
19601,19601,0.54,Ideal,D,VS1,62.0,56.0,1941,5.21,5.25,3.24,5,7,4,"(0.0, 0.85]",16,"(14.0, 20.0]"
19602,19602,0.4,Ideal,G,VVS2,62.4,56.0,1050,4.68,4.64,2.91,5,4,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
19603,19603,0.58,Premium,G,VVS2,59.7,59.0,1990,5.4,5.45,3.24,4,4,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
19604,19604,0.9,Ideal,J,VS1,62.5,55.0,3175,6.18,6.14,3.85,5,1,4,"(0.85, 1.4]",10,"(2.999, 10.0]"
19605,19605,1.02,Very Good,F,SI2,60.3,59.0,4241,6.5,6.53,3.93,3,5,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
19606,19606,1.58,Good,H,SI1,63.1,58.0,9774,7.33,7.38,4.64,2,3,2,"(1.4, 1.9]",7,"(2.999, 10.0]"
19607,19607,0.74,Ideal,F,VS1,62.0,57.0,3593,5.81,5.78,3.6,5,5,4,"(0.0, 0.85]",14,"(12.0, 14.0]"
19608,19608,1.06,Fair,J,SI2,61.0,66.0,2992,6.54,6.35,3.93,1,1,3,"(0.85, 1.4]",5,"(2.999, 10.0]"
19609,19609,0.54,Ideal,H,VS1,60.9,55.0,1762,5.28,5.3,3.22,5,3,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
19610,19610,0.34,Premium,G,VS2,60.2,58.0,765,4.56,4.51,2.73,4,4,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
19611,19611,1.51,Fair,J,SI1,63.4,60.0,6976,7.31,7.18,4.59,1,1,2,"(1.4, 1.9]",4,"(2.999, 10.0]"
19612,19612,0.26,Very Good,D,VVS2,59.1,59.0,597,4.21,4.28,2.51,3,7,7,"(0.0, 0.85]",17,"(14.0, 20.0]"
19613,19613,1.53,Fair,I,VS2,57.7,69.0,8996,7.6,7.51,4.36,1,2,5,"(1.4, 1.9]",8,"(2.999, 10.0]"
19614,19614,0.79,Premium,F,VS2,63.0,59.0,2953,5.84,5.8,3.66,4,5,5,"(0.0, 0.85]",14,"(12.0, 14.0]"
19615,19615,1.24,Premium,F,SI2,61.4,58.0,5889,6.94,6.9,4.25,4,5,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
19616,19616,1.25,Very Good,G,VS1,60.7,56.0,9116,6.93,7.01,4.23,3,4,4,"(0.85, 1.4]",11,"(10.0, 12.0]"
19617,19617,1.01,Premium,F,SI2,61.6,58.0,4497,6.4,6.39,3.94,4,5,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
19618,19618,0.7,Ideal,F,SI1,61.1,56.0,2671,5.74,5.78,3.52,5,5,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
19619,19619,1.09,Very Good,D,SI2,59.2,63.0,4322,6.71,6.67,3.96,3,7,3,"(0.85, 1.4]",13,"(12.0, 14.0]"
19620,19620,0.72,Ideal,F,VS2,62.6,57.0,2724,5.72,5.68,3.57,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
19621,19621,0.53,Ideal,D,SI1,62.2,56.0,1753,5.23,5.19,3.24,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
19622,19622,0.31,Ideal,J,VVS1,62.4,54.0,461,4.32,4.35,2.7,5,1,6,"(0.0, 0.85]",12,"(10.0, 12.0]"
19623,19623,0.31,Ideal,E,VVS1,62.5,54.0,853,4.33,4.37,2.72,5,6,6,"(0.0, 0.85]",17,"(14.0, 20.0]"
19624,19624,0.96,Good,H,SI2,61.6,59.0,3975,6.24,6.29,3.86,2,3,3,"(0.85, 1.4]",8,"(2.999, 10.0]"
19625,19625,0.3,Ideal,F,VS2,60.4,56.0,776,4.37,4.34,2.63,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
19626,19626,1.02,Very Good,F,VS2,62.8,57.0,6911,6.36,6.41,4.01,3,5,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
19627,19627,0.53,Ideal,G,VS1,62.6,54.0,1721,5.16,5.19,3.24,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
19628,19628,1.14,Premium,G,SI1,62.7,58.0,5424,6.68,6.63,4.17,4,4,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
19629,19629,1.14,Very Good,E,SI2,60.0,54.0,5593,6.74,6.97,4.11,3,6,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
19630,19630,1.58,Ideal,H,SI1,61.4,56.0,10738,7.53,7.46,4.6,5,3,2,"(1.4, 1.9]",10,"(2.999, 10.0]"
19631,19631,1.02,Ideal,F,I1,61.0,56.0,3599,6.53,6.51,3.98,5,5,1,"(0.85, 1.4]",11,"(10.0, 12.0]"
19632,19632,1.1,Premium,I,SI1,60.4,61.0,4312,6.73,6.69,4.05,4,2,2,"(0.85, 1.4]",8,"(2.999, 10.0]"
19633,19633,0.51,Very Good,E,VVS2,61.8,56.0,2320,5.13,5.16,3.18,3,6,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
19634,19634,1.14,Ideal,H,VS2,62.0,54.0,6628,6.72,6.74,4.17,5,3,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
19635,19635,1.2,Ideal,E,VS2,61.3,56.0,10214,6.89,6.84,4.21,5,6,5,"(0.85, 1.4]",16,"(14.0, 20.0]"
19636,19636,0.9,Premium,F,SI1,63.0,60.0,4158,6.13,6.09,3.85,4,5,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
19637,19637,1.06,Ideal,E,VS2,61.3,57.0,9092,6.54,6.57,4.02,5,6,5,"(0.85, 1.4]",16,"(14.0, 20.0]"
19638,19638,0.71,Premium,F,SI2,62.6,59.0,2072,5.64,5.6,3.52,4,5,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
19639,19639,1.69,Ideal,D,SI1,60.8,57.0,15011,7.69,7.71,4.68,5,7,2,"(1.4, 1.9]",14,"(12.0, 14.0]"
19640,19640,0.8,Premium,D,SI1,59.4,55.0,3226,6.06,6.02,3.59,4,7,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
19641,19641,0.26,Ideal,H,IF,61.1,57.0,600,4.16,4.12,2.53,5,3,8,"(0.0, 0.85]",16,"(14.0, 20.0]"
19642,19642,0.77,Ideal,D,SI1,61.4,56.0,2996,5.9,5.93,3.63,5,7,2,"(0.0, 0.85]",14,"(12.0, 14.0]"
19643,19643,0.73,Ideal,E,VS1,61.4,55.0,3471,5.8,5.82,3.57,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
19644,19644,0.38,Ideal,F,VVS1,62.2,57.0,1200,4.64,4.68,2.9,5,5,6,"(0.0, 0.85]",16,"(14.0, 20.0]"
19645,19645,0.37,Ideal,J,SI1,62.2,53.0,451,4.63,4.67,2.89,5,1,2,"(0.0, 0.85]",8,"(2.999, 10.0]"
19646,19646,0.74,Very Good,H,SI1,62.4,58.0,2426,5.71,5.76,3.58,3,3,2,"(0.0, 0.85]",8,"(2.999, 10.0]"
19647,19647,1.22,Ideal,G,VS1,62.2,56.0,9292,6.88,6.85,4.27,5,4,4,"(0.85, 1.4]",13,"(12.0, 14.0]"
19648,19648,1.01,Premium,H,I1,58.4,60.0,2206,6.53,6.48,3.8,4,3,1,"(0.85, 1.4]",8,"(2.999, 10.0]"
19649,19649,1.07,Premium,F,VS2,62.4,57.0,6274,6.55,6.5,4.07,4,5,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
19650,19650,2.25,Premium,J,SI1,61.8,61.0,16004,8.46,8.39,5.21,4,1,2,"(1.9, 2.4]",7,"(2.999, 10.0]"
19651,19651,0.6,Ideal,H,SI1,61.4,55.0,1766,5.46,5.49,3.36,5,3,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
19652,19652,0.7,Premium,G,IF,60.0,59.0,3447,5.75,5.79,3.46,4,4,8,"(0.0, 0.85]",16,"(14.0, 20.0]"
19653,19653,0.32,Ideal,G,SI2,62.5,57.0,540,4.38,4.35,2.73,5,4,3,"(0.0, 0.85]",12,"(10.0, 12.0]"
19654,19654,0.34,Premium,G,VVS2,61.7,56.0,995,4.51,4.47,2.77,4,4,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
19655,19655,0.4,Ideal,D,VS1,62.9,56.0,1200,4.71,4.67,2.95,5,7,4,"(0.0, 0.85]",16,"(14.0, 20.0]"
19656,19656,1.51,Premium,I,VS2,63.0,60.0,9116,7.3,7.25,4.58,4,2,5,"(1.4, 1.9]",11,"(10.0, 12.0]"
19657,19657,0.71,Ideal,H,VS1,62.8,57.0,2685,5.65,5.72,3.57,5,3,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
19658,19658,0.4,Very Good,H,SI1,62.9,56.0,666,4.65,4.7,2.94,3,3,2,"(0.0, 0.85]",8,"(2.999, 10.0]"
19659,19659,0.31,Ideal,E,VS2,59.8,57.0,695,4.43,4.46,2.65,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
19660,19660,1.25,Ideal,G,VVS2,62.2,55.0,10983,6.87,6.93,4.29,5,4,7,"(0.85, 1.4]",16,"(14.0, 20.0]"
19661,19661,0.7,Premium,G,VVS2,61.8,58.0,2874,5.67,5.63,3.49,4,4,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
19662,19662,0.91,Premium,H,VS2,62.5,59.0,4018,6.19,6.09,3.84,4,3,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
19663,19663,0.51,Ideal,F,VS2,61.3,56.0,1562,5.17,5.14,3.16,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
19664,19664,0.95,Ideal,G,VS2,61.6,56.0,4549,6.34,6.3,3.89,5,4,5,"(0.85, 1.4]",14,"(12.0, 14.0]"
19665,19665,0.47,Ideal,E,VS1,61.5,55.0,1400,5.01,5.04,3.09,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
19666,19666,0.34,Premium,D,SI1,59.7,59.0,803,4.57,4.54,2.72,4,7,2,"(0.0, 0.85]",13,"(12.0, 14.0]"
19667,19667,0.56,Premium,D,VS2,61.1,58.0,1963,5.3,5.34,3.25,4,7,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
19668,19668,0.32,Premium,H,VS2,62.3,57.0,648,4.39,4.37,2.73,4,3,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
19669,19669,0.79,Ideal,E,VS2,62.2,55.0,3861,5.97,5.9,3.69,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
19670,19670,0.51,Very Good,F,SI1,62.5,59.0,1203,5.08,5.1,3.18,3,5,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
19671,19671,0.56,Ideal,F,VS2,62.6,55.0,1723,5.25,5.29,3.3,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
19672,19672,0.75,Ideal,F,VS2,62.3,57.0,2933,5.81,5.87,3.64,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
19673,19673,0.9,Good,H,SI1,60.5,64.0,3125,6.18,6.11,3.72,2,3,2,"(0.85, 1.4]",7,"(2.999, 10.0]"
19674,19674,0.31,Good,E,SI1,63.7,57.0,544,4.29,4.31,2.74,2,6,2,"(0.0, 0.85]",10,"(2.999, 10.0]"
19675,19675,0.9,Ideal,H,VS1,60.9,56.0,5013,6.25,6.27,3.81,5,3,4,"(0.85, 1.4]",12,"(10.0, 12.0]"
19676,19676,0.31,Very Good,F,VVS1,61.8,59.0,830,4.33,4.36,2.69,3,5,6,"(0.0, 0.85]",14,"(12.0, 14.0]"
19677,19677,0.35,Premium,I,VS1,60.7,62.0,709,4.59,4.53,2.77,4,2,4,"(0.0, 0.85]",10,"(2.999, 10.0]"
19678,19678,0.27,Ideal,E,VS1,60.5,56.0,577,4.21,4.22,2.55,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
19679,19679,1.71,Very Good,H,SI1,59.5,59.0,12791,7.78,7.81,4.64,3,3,2,"(1.4, 1.9]",8,"(2.999, 10.0]"
19680,19680,0.9,Premium,G,SI2,59.5,61.0,3326,6.33,6.28,3.75,4,4,3,"(0.85, 1.4]",11,"(10.0, 12.0]"
19681,19681,0.31,Ideal,H,VVS2,62.4,57.0,802,4.36,4.32,2.71,5,3,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
19682,19682,0.34,Ideal,J,VS1,61.9,53.9,469,4.5,4.53,2.79,5,1,4,"(0.0, 0.85]",10,"(2.999, 10.0]"
19683,19683,1.01,Premium,H,SI2,60.1,58.0,3620,6.55,6.52,3.93,4,3,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
19684,19684,0.54,Premium,D,VS2,60.9,58.0,1892,5.27,5.31,3.22,4,7,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
19685,19685,0.51,Very Good,F,VVS2,60.8,56.0,2054,5.18,5.21,3.16,3,5,7,"(0.0, 0.85]",15,"(14.0, 20.0]"
19686,19686,1.15,Premium,F,SI2,62.2,59.0,4437,6.7,6.62,4.14,4,5,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
19687,19687,1.0,Ideal,E,VS2,62.0,56.0,6871,6.46,6.41,3.99,5,6,5,"(0.85, 1.4]",16,"(14.0, 20.0]"
19688,19688,1.28,Premium,H,SI1,59.9,59.0,6580,7.05,7.08,4.23,4,3,2,"(0.85, 1.4]",9,"(2.999, 10.0]"
19689,19689,1.01,Very Good,I,SI1,63.6,58.0,4189,6.31,6.36,4.03,3,2,2,"(0.85, 1.4]",7,"(2.999, 10.0]"
19690,19690,2.24,Ideal,I,SI2,62.1,53.6,15730,8.38,8.41,5.21,5,2,3,"(1.9, 2.4]",10,"(2.999, 10.0]"
19691,19691,0.53,Good,I,VS1,64.3,55.0,1315,5.17,5.13,3.31,2,2,4,"(0.0, 0.85]",8,"(2.999, 10.0]"
19692,19692,0.43,Premium,F,SI1,62.5,56.0,1016,4.85,4.82,3.02,4,5,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
19693,19693,2.07,Premium,H,SI1,61.1,58.0,13844,8.27,8.2,5.03,4,3,2,"(1.9, 2.4]",9,"(2.999, 10.0]"
19694,19694,0.7,Premium,F,VVS2,62.2,58.0,2975,5.72,5.66,3.54,4,5,7,"(0.0, 0.85]",16,"(14.0, 20.0]"
19695,19695,1.59,Ideal,I,SI2,61.6,57.0,7978,7.56,7.51,4.64,5,2,3,"(1.4, 1.9]",10,"(2.999, 10.0]"
19696,19696,1.21,Very Good,I,VS1,60.6,60.0,5726,6.89,6.85,4.16,3,2,4,"(0.85, 1.4]",9,"(2.999, 10.0]"
19697,19697,1.18,Premium,J,SI2,61.3,60.0,4197,6.78,6.83,4.17,4,1,3,"(0.85, 1.4]",8,"(2.999, 10.0]"
19698,19698,1.02,Good,D,SI1,57.2,54.0,5198,6.66,6.62,3.8,2,7,2,"(0.85, 1.4]",11,"(10.0, 12.0]"
19699,19699,0.4,Very Good,G,SI1,60.0,63.0,900,4.8,4.76,2.87,3,4,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
19700,19700,0.9,Good,H,SI2,61.3,61.0,3348,6.11,6.16,3.76,2,3,3,"(0.85, 1.4]",8,"(2.999, 10.0]"
19701,19701,0.31,Ideal,F,VS2,62.6,55.0,802,4.33,4.29,2.7,5,5,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
19702,19702,0.32,Ideal,D,SI2,62.6,56.0,612,4.4,4.38,2.75,5,7,3,"(0.0, 0.85]",15,"(14.0, 20.0]"
19703,19703,1.02,Very Good,E,SI2,63.3,58.0,4540,6.31,6.4,4.02,3,6,3,"(0.85, 1.4]",12,"(10.0, 12.0]"
19704,19704,0.3,Premium,H,VS2,62.5,58.0,608,4.28,4.26,2.67,4,3,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
19705,19705,2.0,Good,I,VS2,64.0,60.0,10640,7.9,7.83,5.04,2,2,5,"(1.9, 2.4]",9,"(2.999, 10.0]"
19706,19706,0.42,Ideal,E,VS2,61.7,56.0,958,4.8,4.82,2.97,5,6,5,"(0.0, 0.85]",16,"(14.0, 20.0]"
19707,19707,1.06,Very Good,I,SI1,60.4,59.0,4267,6.56,6.61,3.98,3,2,2,"(0.85, 1.4]",7,"(2.999, 10.0]"
19708,19708,1.01,Premium,E,VS2,60.8,60.0,6606,6.46,6.43,3.92,4,6,5,"(0.85, 1.4]",15,"(14.0, 20.0]"
19709,19709,1.52,Premium,G,SI1,62.2,58.0,8512,7.39,7.33,4.58,4,4,2,"(1.4, 1.9]",10,"(2.999, 10.0]"
19710,19710,1.75,Very Good,H,VS1,63.3,56.0,14359,7.63,7.53,4.8,3,3,4,"(1.4, 1.9]",10,"(2.999, 10.0]"
19711,19711,1.51,Very Good,H,SI1,61.7,61.0,9218,7.3,7.35,4.52,3,3,2,"(1.4, 1.9]",8,"(2.999, 10.0]"
19712,19712,0.38,Very Good,G,VS1,62.0,57.0,764,4.65,4.68,2.89,3,4,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
19713,19713,0.41,Ideal,G,IF,62.3,55.0,1431,4.78,4.75,2.97,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
19714,19714,0.25,Very Good,G,VS2,63.0,54.0,407,4.04,4.06,2.55,3,4,5,"(0.0, 0.85]",12,"(10.0, 12.0]"
19715,19715,1.05,Ideal,F,VVS2,62.1,55.0,10874,6.54,6.56,4.07,5,5,7,"(0.85, 1.4]",17,"(14.0, 20.0]"
19716,19716,0.38,Ideal,E,SI2,61.5,55.0,603,4.69,4.72,2.89,5,6,3,"(0.0, 0.85]",14,"(12.0, 14.0]"
19717,19717,1.21,Good,E,VS2,62.7,61.0,9176,6.67,6.72,4.2,2,6,5,"(0.85, 1.4]",13,"(12.0, 14.0]"
19718,19718,0.33,Ideal,G,VS1,61.9,55.0,854,4.44,4.41,2.74,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
19719,19719,1.07,Very Good,D,IF,60.9,58.0,18114,6.57,6.67,4.03,3,7,8,"(0.85, 1.4]",18,"(14.0, 20.0]"
19720,19720,1.0,Very Good,G,SI2,62.4,60.0,4142,6.31,6.36,3.95,3,4,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
19721,19721,0.63,Ideal,I,VVS1,62.8,58.0,2064,5.44,5.49,3.43,5,2,6,"(0.0, 0.85]",13,"(12.0, 14.0]"
19722,19722,1.54,Premium,G,SI2,61.6,58.0,7287,7.45,7.3,4.57,4,4,3,"(1.4, 1.9]",11,"(10.0, 12.0]"
19723,19723,0.72,Ideal,I,SI1,61.3,56.0,2351,5.78,5.81,3.55,5,2,2,"(0.0, 0.85]",9,"(2.999, 10.0]"
19724,19724,0.51,Ideal,G,VS1,59.7,57.0,1656,5.2,5.25,3.12,5,4,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
19725,19725,1.18,Very Good,D,I1,61.5,62.0,3816,6.73,6.88,4.19,3,7,1,"(0.85, 1.4]",11,"(10.0, 12.0]"
19726,19726,0.86,Ideal,E,SI2,60.0,56.0,3478,6.22,6.24,3.74,5,6,3,"(0.85, 1.4]",14,"(12.0, 14.0]"
19727,19727,1.01,Fair,D,SI1,62.6,57.0,5628,6.14,6.22,3.87,1,7,2,"(0.85, 1.4]",10,"(2.999, 10.0]"
19728,19728,1.05,Ideal,F,VS2,62.7,56.0,6403,6.52,6.59,4.11,5,5,5,"(0.85, 1.4]",15,"(14.0, 20.0]"
19729,19729,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,4,6,3,"(0.0, 0.85]",13,"(12.0, 14.0]"
19730,19730,0.3,Ideal,G,IF,62.4,55.0,1025,4.32,4.3,2.69,5,4,8,"(0.0, 0.85]",17,"(14.0, 20.0]"
19731,19731,0.32,Very Good,J,VS1,60.6,59.0,421,4.42,4.46,2.69,3,1,4,"(0.0, 0.85]",8,"(2.999, 10.0]"
19732,19732,0.42,Premium,G,VS1,62.5,59.0,984,4.79,4.72,2.97,4,4,4,"(0.0, 0.85]",12,"(10.0, 12.0]"
19733,19733,1.01,Very Good,G,VVS2,63.1,56.0,7565,6.4,6.34,4.02,3,4,7,"(0.85, 1.4]",14,"(12.0, 14.0]"
19734,19734,0.72,Premium,E,SI2,62.6,59.0,2376,5.74,5.7,3.58,4,6,3,"(0.0, 0.85]",13,"(12.0, 14.0]"
19735,19735,0.42,Premium,F,VS1,62.7,61.0,1176,4.77,4.74,2.98,4,5,4,"(0.0, 0.85]",13,"(12.0, 14.0]"
19736,19736,0.55,Premium,F,SI1,60.7,57.0,1415,5.3,5.27,3.21,4,5,2,"(0.0, 0.85]",11,"(10.0, 12.0]"
19737,19737,0.5,Ideal,E,VS1,62.0,58.0,1755,5.09,5.14,3.17,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
19738,19738,1.23,Very Good,D,SI1,62.3,57.0,8079,6.8,6.87,4.26,3,7,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
19739,19739,0.3,Premium,E,SI1,62.5,59.0,526,4.28,4.3,2.68,4,6,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
19740,19740,0.3,Premium,E,VS2,62.9,58.0,844,4.24,4.22,2.66,4,6,5,"(0.0, 0.85]",15,"(14.0, 20.0]"
19741,19741,0.41,Ideal,E,VS1,62.7,55.0,1079,4.72,4.76,2.97,5,6,4,"(0.0, 0.85]",15,"(14.0, 20.0]"
19742,19742,0.3,Good,I,SI2,63.3,56.0,351,4.26,4.3,2.71,2,2,3,"(0.0, 0.85]",7,"(2.999, 10.0]"
19743,19743,1.0,Good,H,VS2,56.9,63.0,5208,6.6,6.57,3.75,2,3,5,"(0.85, 1.4]",10,"(2.999, 10.0]"
19744,19744,0.39,Very Good,F,VS2,58.8,59.0,821,4.8,4.83,2.83,3,5,5,"(0.0, 0.85]",13,"(12.0, 14.0]"
19745,19745,0.31,Good,I,VS2,63.2,55.0,435,4.3,4.4,2.75,2,2,5,"(0.0, 0.85]",9,"(2.999, 10.0]"
19746,19746,1.02,Premium,H,VS2,62.5,56.0,5312,6.45,6.42,4.02,4,3,5,"(0.85, 1.4]",12,"(10.0, 12.0]"
19747,19747,0.71,Premium,E,SI1,61.1,57.0,2629,5.73,5.69,3.49,4,6,2,"(0.0, 0.85]",12,"(10.0, 12.0]"
19748,19748,0.9,Very Good,D,SI1,61.1,63.0,4068,6.17,6.21,3.78,3,7,2,"(0.85, 1.4]",12,"(10.0, 12.0]"
19749,19749,1.02,Ideal,I,SI2,61.8,57.0,4118,6.44,6.46,3.99,5,2,3,"(0.85, 1.4]",10,"(2.999, 10.0]"
19750,19750,0.4,Good,G,VVS2,61.4,64.0,1050,4.7,4.65,2.87,2,4,7,"(0.0, 0.85]",13,"(12.0, 14.0]"
19751,19751,0.31,Very Good,J,SI1,61.9,59.0,363,4.28,4.32,2.66,3,1,2,"(0.0, 0.85]",6,"(2.999, 10.0]"
19752,19752,0.5,Good,F,VS1,61.5,61.0,1613,5.01,5.07,3.1,2,5,4,"(0.0, 0.85]",11,"(10.0, 12.0]"
