,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,carat_category
14275,0.67,Premium,F,VS2,62.5,59.0,2211,5.58,5.53,3.47,4,5,5,"(0.196, 1.06]"
14276,1.03,Ideal,H,SI1,59.7,55.0,4585,6.6,6.64,3.95,5,3,2,"(0.196, 1.06]"
14277,1.01,Very Good,F,SI2,63.2,58.0,4299,6.43,6.3,4.02,3,5,3,"(0.196, 1.06]"
14278,0.56,Ideal,H,SI1,61.7,56.0,1197,5.26,5.3,3.26,5,3,2,"(0.196, 1.06]"
14279,1.03,Ideal,G,VVS2,61.6,57.0,8020,6.51,6.48,4.0,5,4,7,"(0.196, 1.06]"
14280,1.12,Ideal,G,VVS2,62.0,55.0,8773,6.67,6.69,4.14,5,4,7,"(1.06, 1.92]"
14281,0.3,Ideal,H,VVS2,61.2,57.0,605,4.31,4.32,2.64,5,3,7,"(0.196, 1.06]"
14282,0.32,Premium,F,VVS2,61.8,60.0,1008,4.41,4.36,2.71,4,5,7,"(0.196, 1.06]"
14283,0.72,Ideal,E,VS2,61.1,56.0,3601,5.78,5.81,3.54,5,6,5,"(0.196, 1.06]"
14284,0.7,Ideal,E,SI2,62.0,56.0,2061,5.71,5.74,3.55,5,6,3,"(0.196, 1.06]"
14285,1.71,Very Good,J,SI1,62.9,58.0,8690,7.58,7.64,4.79,3,1,2,"(1.06, 1.92]"
14286,1.21,Ideal,E,SI1,62.0,56.0,6887,6.83,6.76,4.21,5,6,2,"(1.06, 1.92]"
14287,0.51,Very Good,D,VS2,63.1,58.0,1793,5.13,5.08,3.22,3,7,5,"(0.196, 1.06]"
14288,0.26,Ideal,F,VVS1,60.3,56.0,733,4.15,4.17,2.51,5,5,6,"(0.196, 1.06]"
14289,1.19,Ideal,E,SI2,61.9,56.0,5598,6.84,6.8,4.22,5,6,3,"(1.06, 1.92]"
14290,0.7,Good,H,SI1,64.2,58.0,1865,5.62,5.59,3.6,2,3,2,"(0.196, 1.06]"
14291,0.7,Very Good,G,VVS2,63.4,59.0,2905,5.62,5.64,3.57,3,4,7,"(0.196, 1.06]"
14292,1.71,Fair,I,SI2,65.1,60.0,8800,7.5,7.46,4.87,1,2,3,"(1.06, 1.92]"
14293,0.74,Premium,G,SI1,61.0,60.0,2553,5.85,5.76,3.54,4,4,2,"(0.196, 1.06]"
14294,2.51,Premium,J,SI1,59.6,60.0,17452,8.84,8.79,5.25,4,1,2,"(1.92, 2.78]"
14295,0.41,Premium,F,VS1,62.6,58.0,1007,4.74,4.75,2.97,4,5,4,"(0.196, 1.06]"
14296,1.65,Ideal,J,SI1,62.5,56.0,8334,7.59,7.54,4.73,5,1,2,"(1.06, 1.92]"
14297,0.93,Very Good,G,SI2,62.7,57.0,3738,6.21,6.26,3.91,3,4,3,"(0.196, 1.06]"
14298,0.57,Ideal,G,VS1,61.6,55.0,1815,5.34,5.38,3.3,5,4,4,"(0.196, 1.06]"
14299,1.31,Good,I,SI2,63.6,55.1,5446,6.92,6.98,4.42,2,2,3,"(1.06, 1.92]"
14300,0.33,Ideal,D,VS2,62.5,55.0,1002,4.45,4.41,2.77,5,7,5,"(0.196, 1.06]"
14301,0.55,Premium,E,SI1,60.8,58.0,1698,5.32,5.29,3.22,4,6,2,"(0.196, 1.06]"
14302,1.3,Good,J,VS2,63.6,59.0,5175,6.87,6.9,4.38,2,1,5,"(1.06, 1.92]"
14303,0.29,Ideal,G,VVS2,61.9,56.0,607,4.24,4.25,2.62,5,4,7,"(0.196, 1.06]"
14304,1.25,Very Good,G,VS2,62.2,57.0,8941,6.84,6.88,4.27,3,4,5,"(1.06, 1.92]"
14305,1.01,Fair,E,SI2,67.6,57.0,2862,6.21,6.11,4.18,1,6,3,"(0.196, 1.06]"
14306,1.21,Ideal,H,VS1,62.8,54.0,7928,6.81,6.78,4.26,5,3,4,"(1.06, 1.92]"
14307,0.7,Ideal,H,VVS2,62.5,56.0,2693,5.7,5.63,3.54,5,3,7,"(0.196, 1.06]"
14308,0.32,Ideal,E,VVS2,62.3,55.0,890,4.37,4.4,2.73,5,6,7,"(0.196, 1.06]"
14309,1.05,Ideal,F,SI1,62.0,55.0,5557,6.54,6.5,4.04,5,5,2,"(0.196, 1.06]"
14310,1.07,Ideal,F,SI2,61.6,57.0,5405,6.56,6.53,4.03,5,5,3,"(1.06, 1.92]"
14311,1.26,Premium,J,SI1,61.8,58.0,5080,6.91,6.88,4.26,4,1,2,"(1.06, 1.92]"
14312,0.4,Premium,E,VVS1,61.4,59.0,1333,4.68,4.74,2.89,4,6,6,"(0.196, 1.06]"
14313,2.01,Premium,I,SI2,63.0,56.0,11312,8.05,7.96,5.05,4,2,3,"(1.92, 2.78]"
14314,0.31,Ideal,G,IF,61.6,54.0,853,4.36,4.4,2.7,5,4,8,"(0.196, 1.06]"
14315,0.7,Good,D,VVS1,59.2,59.0,4198,5.76,5.79,3.42,2,7,6,"(0.196, 1.06]"
14316,0.8,Good,E,SI2,57.7,65.0,2640,6.13,6.08,3.52,2,6,3,"(0.196, 1.06]"
14317,0.66,Good,F,VS2,61.5,60.8,2275,5.55,5.6,3.43,2,5,5,"(0.196, 1.06]"
14318,2.75,Premium,H,SI2,60.5,61.0,15415,8.99,8.97,5.48,4,3,3,"(1.92, 2.78]"
14319,0.42,Ideal,D,VVS2,62.1,55.0,1389,4.81,4.79,2.98,5,7,7,"(0.196, 1.06]"
14320,0.31,Ideal,D,VS1,62.1,57.0,877,4.35,4.32,2.69,5,7,4,"(0.196, 1.06]"
14321,0.75,Ideal,G,SI2,62.5,55.0,2378,5.82,5.77,3.62,5,4,3,"(0.196, 1.06]"
14322,0.41,Premium,D,VS2,62.4,60.0,1007,4.71,4.75,2.95,4,7,5,"(0.196, 1.06]"
14323,2.0,Premium,H,SI1,62.0,56.0,15096,8.05,7.94,4.96,4,3,2,"(1.92, 2.78]"
14324,0.32,Ideal,D,VS1,60.4,56.0,706,4.44,4.46,2.69,5,7,4,"(0.196, 1.06]"
14325,0.71,Ideal,F,VS1,61.5,56.0,3710,5.72,5.76,3.53,5,5,4,"(0.196, 1.06]"
14326,1.02,Ideal,G,VS1,61.3,57.0,7324,6.48,6.51,3.98,5,4,4,"(0.196, 1.06]"
14327,1.01,Fair,F,VS2,66.1,61.0,4791,6.1,6.04,4.01,1,5,5,"(0.196, 1.06]"
14328,1.06,Ideal,I,VS2,62.3,56.0,4530,6.56,6.51,4.07,5,2,5,"(0.196, 1.06]"
14329,1.11,Ideal,H,SI2,61.3,60.0,4520,6.68,6.66,4.09,5,3,3,"(1.06, 1.92]"
14330,0.49,Ideal,G,VS2,61.1,57.0,1246,5.12,5.09,3.12,5,4,5,"(0.196, 1.06]"
14331,1.5,Good,J,SI1,59.1,64.0,6687,7.32,7.43,4.36,2,1,2,"(1.06, 1.92]"
14332,0.58,Ideal,E,VS2,61.7,57.0,1809,5.42,5.35,3.32,5,6,5,"(0.196, 1.06]"
14333,0.37,Premium,G,VS2,60.7,57.0,833,4.69,4.64,2.83,4,4,5,"(0.196, 1.06]"
14334,1.52,Very Good,F,VS2,62.3,56.0,14412,7.29,7.34,4.56,3,5,5,"(1.06, 1.92]"
14335,0.92,Very Good,G,SI2,62.4,60.0,3713,6.18,6.22,3.87,3,4,3,"(0.196, 1.06]"
14336,0.33,Ideal,F,VVS1,61.9,55.0,955,4.42,4.44,2.74,5,5,6,"(0.196, 1.06]"
14337,0.32,Premium,H,VVS1,61.5,59.0,730,4.37,4.41,2.7,4,3,6,"(0.196, 1.06]"
14338,0.53,Ideal,J,SI2,62.3,58.0,1002,5.13,5.17,3.21,5,1,3,"(0.196, 1.06]"
14339,0.31,Ideal,E,VS2,61.5,56.0,642,4.39,4.42,2.71,5,6,5,"(0.196, 1.06]"
14340,1.01,Premium,G,VS2,61.1,60.0,5701,6.46,6.37,3.92,4,4,5,"(0.196, 1.06]"
14341,0.72,Good,E,SI2,57.9,56.0,2308,5.93,5.85,3.41,2,6,3,"(0.196, 1.06]"
14342,0.53,Ideal,D,VS1,61.5,55.0,1813,5.19,5.22,3.2,5,7,4,"(0.196, 1.06]"
14343,0.7,Very Good,I,VVS1,60.9,60.0,2421,5.68,5.71,3.47,3,2,6,"(0.196, 1.06]"
14344,0.7,Ideal,I,SI1,62.5,55.0,2110,5.68,5.71,3.56,5,2,2,"(0.196, 1.06]"
14345,1.0,Very Good,E,SI2,58.8,62.0,4004,6.5,6.53,3.83,3,6,3,"(0.196, 1.06]"
14346,1.52,Premium,F,SI1,62.6,59.0,11743,7.36,7.27,4.58,4,5,2,"(1.06, 1.92]"
14347,0.51,Good,D,SI2,63.8,56.0,1268,5.09,5.07,3.24,2,7,3,"(0.196, 1.06]"
14348,0.8,Very Good,I,VS2,62.0,54.2,2591,5.94,5.99,3.7,3,2,5,"(0.196, 1.06]"
14349,0.73,Premium,G,SI1,60.8,58.0,2163,5.82,5.85,3.55,4,4,2,"(0.196, 1.06]"
14350,0.7,Premium,F,SI1,58.6,59.0,2657,5.83,5.78,3.4,4,5,2,"(0.196, 1.06]"
14351,0.41,Ideal,F,VS2,62.8,57.0,1107,4.76,4.73,2.98,5,5,5,"(0.196, 1.06]"
14352,1.5,Premium,E,VS2,61.8,59.0,14790,7.31,7.38,4.54,4,6,5,"(1.06, 1.92]"
14353,0.82,Ideal,J,VS2,61.6,56.0,2741,6.0,6.04,3.71,5,1,5,"(0.196, 1.06]"
14354,0.3,Very Good,G,VS1,62.0,60.0,565,4.27,4.31,2.66,3,4,4,"(0.196, 1.06]"
14355,1.05,Premium,G,VS1,61.6,58.0,6936,6.48,6.51,4.0,4,4,4,"(0.196, 1.06]"
14356,0.34,Ideal,F,VS1,62.1,57.0,956,4.53,4.49,2.8,5,5,4,"(0.196, 1.06]"
14357,0.41,Ideal,E,VS2,62.1,57.0,999,4.79,4.74,2.96,5,6,5,"(0.196, 1.06]"
14358,0.52,Ideal,G,SI2,61.3,56.0,1150,5.19,5.22,3.19,5,4,3,"(0.196, 1.06]"
14359,1.06,Very Good,H,SI1,59.3,59.0,5664,6.66,6.7,3.96,3,3,2,"(0.196, 1.06]"
14360,0.43,Ideal,G,SI1,61.1,57.0,951,4.88,4.9,2.99,5,4,2,"(0.196, 1.06]"
14361,1.57,Premium,I,SI2,60.9,58.0,7484,7.53,7.51,4.58,4,2,3,"(1.06, 1.92]"
14362,0.31,Premium,D,VS1,59.7,58.0,1011,4.45,4.4,2.64,4,7,4,"(0.196, 1.06]"
14363,0.41,Premium,D,VVS2,62.2,58.0,1105,4.78,4.8,2.98,4,7,7,"(0.196, 1.06]"
14364,1.06,Ideal,E,SI2,60.9,57.0,5147,6.58,6.62,4.02,5,6,3,"(0.196, 1.06]"
14365,0.34,Ideal,H,IF,61.8,54.0,863,4.51,4.55,2.8,5,3,8,"(0.196, 1.06]"
14366,0.24,Very Good,F,VVS2,62.8,58.0,552,3.95,3.98,2.49,3,5,7,"(0.196, 1.06]"
14367,1.25,Premium,I,VS1,60.4,59.0,6545,6.94,7.01,4.21,4,2,4,"(1.06, 1.92]"
14368,0.57,Very Good,G,SI1,63.4,57.0,1369,5.26,5.21,3.32,3,4,2,"(0.196, 1.06]"
14369,0.59,Ideal,F,SI1,62.0,57.0,1561,5.41,5.34,3.33,5,5,2,"(0.196, 1.06]"
14370,0.71,Premium,E,VS2,62.2,59.0,3062,5.71,5.61,3.52,4,6,5,"(0.196, 1.06]"
14371,0.82,Premium,E,VS2,62.6,60.0,3577,5.97,5.91,3.72,4,6,5,"(0.196, 1.06]"
14372,1.08,Good,E,SI2,63.7,57.0,4656,6.49,6.54,4.15,2,6,3,"(1.06, 1.92]"
14373,1.54,Ideal,H,SI1,61.1,56.0,9391,7.47,7.42,4.56,5,3,2,"(1.06, 1.92]"
14374,1.2,Fair,G,SI2,65.5,59.0,4044,6.73,6.53,4.34,1,4,3,"(1.06, 1.92]"
14375,1.13,Premium,H,SI2,62.3,57.0,4873,6.68,6.65,4.15,4,3,3,"(1.06, 1.92]"
14376,0.3,Ideal,H,VVS1,62.2,56.0,665,4.28,4.3,2.67,5,3,6,"(0.196, 1.06]"
14377,1.63,Ideal,G,SI1,60.6,57.0,12990,7.63,7.68,4.63,5,4,2,"(1.06, 1.92]"
14378,1.58,Premium,G,VS1,62.4,60.0,14451,7.46,7.38,4.63,4,4,4,"(1.06, 1.92]"
14379,0.53,Ideal,I,VVS2,60.9,56.0,1351,5.26,5.3,3.21,5,2,7,"(0.196, 1.06]"
14380,1.2,Premium,G,VS2,61.4,60.0,7603,6.77,6.81,4.17,4,4,5,"(1.06, 1.92]"
14381,0.54,Ideal,E,VS2,61.9,57.0,1847,5.23,5.2,3.23,5,6,5,"(0.196, 1.06]"
14382,0.85,Ideal,J,VS2,61.7,55.0,2442,6.08,6.11,3.76,5,1,5,"(0.196, 1.06]"
14383,0.38,Premium,F,SI2,61.0,61.0,770,4.67,4.61,2.83,4,5,3,"(0.196, 1.06]"
14384,0.9,Very Good,E,SI2,62.6,58.0,3902,6.1,6.16,3.84,3,6,3,"(0.196, 1.06]"
14385,1.27,Premium,D,SI2,58.9,59.0,5618,7.14,7.02,4.17,4,7,3,"(1.06, 1.92]"
14386,1.09,Ideal,G,VVS1,62.1,55.0,8778,6.58,6.63,4.1,5,4,6,"(1.06, 1.92]"
14387,1.29,Premium,F,VS1,60.9,58.0,10341,6.97,7.01,4.26,4,5,4,"(1.06, 1.92]"
14388,0.34,Premium,G,SI1,61.5,56.0,650,4.52,4.45,2.76,4,4,2,"(0.196, 1.06]"
14389,1.01,Premium,G,VVS2,63.0,59.0,7366,6.38,6.25,3.98,4,4,7,"(0.196, 1.06]"
14390,0.38,Ideal,I,VVS2,62.6,54.0,983,4.65,4.62,2.9,5,2,7,"(0.196, 1.06]"
14391,0.93,Very Good,G,SI2,62.9,56.0,4163,6.2,6.23,3.91,3,4,3,"(0.196, 1.06]"
14392,2.61,Ideal,I,SI2,62.1,56.0,18756,8.85,8.73,5.46,5,2,3,"(1.92, 2.78]"
14393,1.01,Very Good,E,VS2,62.6,56.0,6043,6.39,6.43,4.01,3,6,5,"(0.196, 1.06]"
14394,0.71,Ideal,F,SI2,62.1,54.0,2365,5.72,5.74,3.56,5,5,3,"(0.196, 1.06]"
14395,1.21,Ideal,G,VS2,62.0,56.0,7666,6.77,6.87,4.23,5,4,5,"(1.06, 1.92]"
14396,1.23,Good,J,VS2,63.6,60.0,4727,6.77,6.73,4.29,2,1,5,"(1.06, 1.92]"
14397,0.4,Ideal,J,SI1,61.2,56.0,820,4.77,4.81,2.93,5,1,2,"(0.196, 1.06]"
14398,1.0,Very Good,G,VS1,63.2,58.0,6552,6.32,6.27,3.98,3,4,4,"(0.196, 1.06]"
14399,1.21,Premium,F,VS2,61.6,58.0,8660,6.88,6.79,4.21,4,5,5,"(1.06, 1.92]"
14400,0.7,Premium,H,SI1,62.8,57.0,2331,5.66,5.61,3.54,4,3,2,"(0.196, 1.06]"
14401,0.32,Premium,H,VS2,60.5,59.0,505,4.39,4.43,2.67,4,3,5,"(0.196, 1.06]"
14402,0.32,Ideal,E,VS2,62.0,54.0,900,4.41,4.37,2.72,5,6,5,"(0.196, 1.06]"
14403,0.57,Ideal,E,VS2,60.4,57.0,1819,5.4,5.36,3.25,5,6,5,"(0.196, 1.06]"
14404,1.01,Very Good,G,SI1,60.0,58.0,4719,6.51,6.55,3.92,3,4,2,"(0.196, 1.06]"
14405,0.36,Premium,D,SI1,60.1,57.0,851,4.66,4.62,2.79,4,7,2,"(0.196, 1.06]"
14406,0.46,Premium,E,VS2,62.2,58.0,1302,4.99,4.95,3.09,4,6,5,"(0.196, 1.06]"
14407,0.5,Ideal,D,VS1,62.4,53.7,2033,5.08,5.12,3.18,5,7,4,"(0.196, 1.06]"
14408,1.47,Premium,F,SI2,59.4,59.0,8115,7.47,7.42,4.42,4,5,3,"(1.06, 1.92]"
14409,0.51,Premium,E,SI1,60.3,56.0,1443,5.27,5.17,3.15,4,6,2,"(0.196, 1.06]"
14410,0.5,Good,D,VS2,63.4,57.0,1635,5.04,5.09,3.21,2,7,5,"(0.196, 1.06]"
14411,1.0,Very Good,G,VS2,63.0,58.0,5940,6.33,6.4,4.01,3,4,5,"(0.196, 1.06]"
14412,0.8,Very Good,I,VS2,63.3,55.0,2414,5.88,5.93,3.74,3,2,5,"(0.196, 1.06]"
14413,1.5,Fair,H,I1,69.3,61.0,3175,6.99,6.81,4.78,1,3,1,"(1.06, 1.92]"
14414,0.26,Very Good,D,VVS2,62.4,54.0,554,4.08,4.13,2.56,3,7,7,"(0.196, 1.06]"
14415,2.43,Very Good,H,SI2,63.2,57.0,16170,8.56,8.5,5.39,3,3,3,"(1.92, 2.78]"
14416,1.0,Very Good,F,SI2,61.3,61.0,4372,6.36,6.39,3.91,3,5,3,"(0.196, 1.06]"
14417,0.54,Ideal,I,VS1,61.6,54.0,1216,5.26,5.3,3.25,5,2,4,"(0.196, 1.06]"
14418,0.9,Good,F,SI2,63.2,59.0,3116,6.06,6.13,3.85,2,5,3,"(0.196, 1.06]"
14419,0.33,Ideal,G,VVS2,63.0,57.0,965,4.42,4.38,2.77,5,4,7,"(0.196, 1.06]"
14420,0.78,Very Good,F,VS1,61.7,55.0,3744,5.89,5.94,3.65,3,5,4,"(0.196, 1.06]"
14421,0.35,Fair,E,VVS2,66.2,61.0,738,4.4,4.36,2.9,1,6,7,"(0.196, 1.06]"
14422,1.7,Premium,G,VVS2,61.5,60.0,17228,7.64,7.59,4.68,4,4,7,"(1.06, 1.92]"
14423,1.58,Premium,G,VS2,62.6,59.0,13132,7.47,7.44,4.67,4,4,5,"(1.06, 1.92]"
14424,0.71,Premium,D,VS1,61.6,58.0,3479,5.78,5.72,3.54,4,7,4,"(0.196, 1.06]"
14425,0.7,Very Good,H,VS1,62.5,61.0,2453,5.62,5.67,3.53,3,3,4,"(0.196, 1.06]"
14426,0.3,Premium,D,VS2,62.6,61.0,911,4.25,4.22,2.65,4,7,5,"(0.196, 1.06]"
14427,1.03,Very Good,F,VS2,62.3,59.0,6153,6.39,6.45,4.0,3,5,5,"(0.196, 1.06]"
14428,0.4,Premium,G,VVS2,61.1,58.0,1050,4.76,4.74,2.9,4,4,7,"(0.196, 1.06]"
14429,0.71,Premium,F,VS1,59.1,61.0,2839,5.84,5.81,3.44,4,5,4,"(0.196, 1.06]"
14430,0.33,Premium,E,VS2,60.6,58.0,866,4.49,4.45,2.71,4,6,5,"(0.196, 1.06]"
14431,0.79,Very Good,G,SI2,63.4,60.0,1809,5.83,5.77,3.68,3,4,3,"(0.196, 1.06]"
14432,0.3,Very Good,D,SI1,63.3,59.0,709,4.25,4.22,2.68,3,7,2,"(0.196, 1.06]"
14433,1.5,Premium,I,VVS1,62.4,60.0,11155,7.32,7.29,4.56,4,2,6,"(1.06, 1.92]"
14434,1.36,Premium,J,VS2,61.9,59.0,6626,7.09,7.06,4.38,4,1,5,"(1.06, 1.92]"
14435,0.71,Ideal,D,VS1,62.1,57.0,3801,5.7,5.73,3.55,5,7,4,"(0.196, 1.06]"
14436,0.88,Ideal,H,SI1,61.6,56.0,3557,6.13,6.17,3.79,5,3,2,"(0.196, 1.06]"
14437,0.56,Ideal,I,IF,61.9,54.0,1689,5.29,5.34,3.29,5,2,8,"(0.196, 1.06]"
14438,2.71,Premium,E,SI2,60.4,59.0,17146,9.13,9.03,5.48,4,6,3,"(1.92, 2.78]"
14439,1.21,Very Good,D,VS2,62.6,59.0,8969,6.72,6.79,4.23,3,7,5,"(1.06, 1.92]"
14440,2.0,Very Good,I,VS2,63.5,59.0,15025,7.98,7.93,5.05,3,2,5,"(1.92, 2.78]"
14441,0.9,Very Good,H,VS1,62.1,59.0,4309,6.09,6.14,3.8,3,3,4,"(0.196, 1.06]"
14442,0.9,Very Good,G,VS2,58.8,61.0,4400,6.28,6.3,3.7,3,4,5,"(0.196, 1.06]"
14443,0.93,Ideal,D,SI2,62.5,55.0,3990,6.2,6.24,3.89,5,7,3,"(0.196, 1.06]"
14444,0.3,Good,E,SI1,63.4,56.0,526,4.23,4.25,2.69,2,6,2,"(0.196, 1.06]"
14445,1.0,Ideal,G,SI1,61.9,56.0,5088,6.45,6.37,3.97,5,4,2,"(0.196, 1.06]"
14446,1.1,Premium,E,SI2,61.7,59.0,5174,6.64,6.59,4.08,4,6,3,"(1.06, 1.92]"
14447,2.8,Premium,I,SI2,61.1,59.0,15030,9.03,8.98,5.5,4,2,3,"(2.78, 3.64]"
14448,1.14,Ideal,E,SI2,62.6,56.0,5005,6.69,6.63,4.17,5,6,3,"(1.06, 1.92]"
14449,1.12,Premium,G,IF,60.9,57.0,9126,6.79,6.68,4.1,4,4,8,"(1.06, 1.92]"
14450,0.32,Premium,G,SI1,61.6,58.0,477,4.36,4.4,2.7,4,4,2,"(0.196, 1.06]"
14451,1.01,Very Good,F,VS1,61.0,58.0,6719,6.47,6.54,3.97,3,5,4,"(0.196, 1.06]"
14452,0.7,Very Good,F,SI2,60.9,58.0,1940,5.7,5.77,3.49,3,5,3,"(0.196, 1.06]"
14453,0.58,Good,G,VS2,63.2,58.0,1287,5.36,5.28,3.36,2,4,5,"(0.196, 1.06]"
14454,1.17,Very Good,H,SI2,62.7,56.0,4826,6.68,6.74,4.21,3,3,3,"(1.06, 1.92]"
14455,1.31,Premium,G,VVS2,59.6,61.0,11255,7.23,7.14,4.28,4,4,7,"(1.06, 1.92]"
14456,0.61,Ideal,D,VVS1,62.3,54.0,3625,5.4,5.45,3.38,5,7,6,"(0.196, 1.06]"
14457,1.2,Ideal,D,VVS2,61.9,56.0,16130,6.81,6.83,4.22,5,7,7,"(1.06, 1.92]"
14458,0.84,Ideal,G,SI2,61.0,56.0,2879,6.13,6.1,3.73,5,4,3,"(0.196, 1.06]"
14459,1.02,Ideal,F,SI2,62.6,56.0,4851,6.38,6.44,4.01,5,5,3,"(0.196, 1.06]"
14460,0.34,Premium,H,SI1,60.2,58.0,477,4.48,4.52,2.71,4,3,2,"(0.196, 1.06]"
14461,0.3,Premium,F,VS2,62.2,58.0,605,4.28,4.31,2.67,4,5,5,"(0.196, 1.06]"
14462,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,4,1,3,"(0.196, 1.06]"
14463,0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74,5,7,3,"(0.196, 1.06]"
14464,3.01,Ideal,J,I1,65.4,60.0,16538,8.99,8.93,5.86,5,1,1,"(2.78, 3.64]"
14465,1.01,Good,F,SI2,61.5,62.0,4302,6.41,6.46,3.96,2,5,3,"(0.196, 1.06]"
14466,1.72,Ideal,G,SI2,62.8,59.0,10268,7.62,7.55,4.76,5,4,3,"(1.06, 1.92]"
14467,0.3,Very Good,G,VVS2,63.2,57.0,878,4.28,4.23,2.69,3,4,7,"(0.196, 1.06]"
14468,0.9,Fair,J,SI2,66.6,54.0,2536,6.05,5.99,4.01,1,1,3,"(0.196, 1.06]"
14469,0.51,Ideal,H,SI2,62.1,55.0,1016,5.12,5.14,3.18,5,3,3,"(0.196, 1.06]"
14470,0.32,Ideal,H,VVS1,61.9,56.0,730,4.38,4.41,2.72,5,3,6,"(0.196, 1.06]"
14471,1.0,Good,E,VS2,62.4,58.0,6248,6.33,6.4,3.97,2,6,5,"(0.196, 1.06]"
14472,1.82,Very Good,I,SI2,62.3,60.0,10701,7.71,7.76,4.82,3,2,3,"(1.06, 1.92]"
14473,1.37,Ideal,G,IF,62.3,54.0,13439,7.11,7.15,4.43,5,4,8,"(1.06, 1.92]"
14474,0.63,Ideal,F,VVS2,62.3,56.0,2961,5.48,5.5,3.42,5,5,7,"(0.196, 1.06]"
14475,0.42,Ideal,D,VS1,61.8,56.0,1132,4.82,4.86,2.99,5,7,4,"(0.196, 1.06]"
14476,0.24,Ideal,E,VVS1,61.4,57.0,678,3.99,4.03,2.46,5,6,6,"(0.196, 1.06]"
14477,1.51,Very Good,E,SI2,58.8,58.0,9727,7.53,7.61,4.45,3,6,3,"(1.06, 1.92]"
14478,0.71,Ideal,E,SI1,60.8,57.0,3360,5.8,5.84,3.54,5,6,2,"(0.196, 1.06]"
14479,0.51,Ideal,I,SI1,62.2,56.0,1080,5.12,5.08,3.17,5,2,2,"(0.196, 1.06]"
14480,0.72,Ideal,D,VS1,61.6,56.0,3554,5.8,5.73,3.55,5,7,4,"(0.196, 1.06]"
14481,0.71,Very Good,J,SI2,61.1,58.0,1764,5.67,5.76,3.49,3,1,3,"(0.196, 1.06]"
14482,1.55,Ideal,I,VS1,61.5,54.0,10384,7.42,7.58,4.61,5,2,4,"(1.06, 1.92]"
14483,0.56,Ideal,H,VVS1,60.0,56.0,1929,5.37,5.4,3.23,5,3,6,"(0.196, 1.06]"
14484,0.41,Premium,G,VS1,62.4,57.0,961,4.74,4.71,2.95,4,4,4,"(0.196, 1.06]"
14485,0.61,Ideal,J,VVS1,60.9,56.0,1692,5.45,5.51,3.34,5,1,6,"(0.196, 1.06]"
14486,0.3,Ideal,D,VVS2,62.1,57.0,814,4.27,4.3,2.66,5,7,7,"(0.196, 1.06]"
14487,0.31,Ideal,G,IF,61.7,56.0,988,4.38,4.34,2.69,5,4,8,"(0.196, 1.06]"
14488,2.51,Ideal,I,SI2,58.4,62.0,18037,8.87,8.79,5.15,5,2,3,"(1.92, 2.78]"
14489,2.21,Premium,H,SI2,61.3,60.0,14032,8.35,8.33,5.11,4,3,3,"(1.92, 2.78]"
14490,2.02,Premium,G,SI2,60.1,59.0,16944,8.21,8.29,4.96,4,4,3,"(1.92, 2.78]"
14491,2.07,Premium,I,SI1,62.3,60.0,15992,8.16,8.12,5.07,4,2,2,"(1.92, 2.78]"
14492,0.51,Very Good,E,SI2,63.0,56.0,1067,5.12,5.14,3.23,3,6,3,"(0.196, 1.06]"
14493,0.77,Ideal,G,VS2,62.1,56.0,3114,5.85,5.88,3.64,5,4,5,"(0.196, 1.06]"
14494,0.44,Premium,G,SI1,61.9,59.0,990,4.87,4.82,3.0,4,4,2,"(0.196, 1.06]"
14495,0.4,Premium,D,SI2,60.0,58.0,666,4.8,4.84,2.89,4,7,3,"(0.196, 1.06]"
14496,0.91,Very Good,H,VS1,63.4,56.0,4224,6.18,6.12,3.9,3,3,4,"(0.196, 1.06]"
14497,0.72,Premium,H,SI2,61.8,56.0,2144,5.79,5.73,3.56,4,3,3,"(0.196, 1.06]"
14498,1.0,Very Good,G,SI2,63.3,56.0,3920,6.38,6.29,4.01,3,4,3,"(0.196, 1.06]"
14499,0.5,Very Good,E,VS2,62.7,54.0,1624,5.07,5.1,3.19,3,6,5,"(0.196, 1.06]"
14500,0.27,Very Good,F,VVS1,62.0,58.0,620,4.18,4.21,2.6,3,5,6,"(0.196, 1.06]"
14501,0.7,Ideal,G,SI2,62.6,55.0,2232,5.66,5.69,3.55,5,4,3,"(0.196, 1.06]"
14502,1.02,Premium,F,VS1,61.9,58.0,7351,6.45,6.5,4.01,4,5,4,"(0.196, 1.06]"
14503,1.13,Ideal,H,SI1,61.9,60.0,5911,6.63,6.65,4.11,5,3,2,"(1.06, 1.92]"
14504,0.53,Ideal,D,VS2,61.2,57.0,1857,5.2,5.26,3.2,5,7,5,"(0.196, 1.06]"
14505,2.06,Premium,I,SI2,60.1,58.0,14982,8.32,8.26,4.98,4,2,3,"(1.92, 2.78]"
14506,0.31,Premium,H,IF,60.5,58.0,1046,4.44,4.38,2.67,4,3,8,"(0.196, 1.06]"
14507,0.88,Good,I,SI1,60.2,64.0,2558,6.18,6.22,3.73,2,2,2,"(0.196, 1.06]"
14508,1.6,Premium,G,SI1,62.4,61.0,11189,7.43,7.4,4.63,4,4,2,"(1.06, 1.92]"
